27.0,32.0,27.0,32.0,92,5432,18.0,22.0,34.0
27.0,31.0,27.0,31.0,93,5431,12.0,20.0,31.0
26.0,30.0,26.0,30.0,94,5230,18.0,28.0,38.0
26.0,29.0,26.0,29.0,95,5229,24.0,34.0,44.0
26.0,28.0,26.0,28.0,96,5228,17.0,27.0,39.0
27.0,27.0,27.0,27.0,97,5427,9.0,9.0,21.0
27.0,26.0,27.0,26.0,98,5426,11.0,11.0,21.0
26.0,25.0,26.0,25.0,99,5225,25.0,31.0,43.0
26.0,24.0,26.0,24.0,100,5224,19.0,27.0,38.0
26.0,23.0,26.0,23.0,101,5223,18.0,20.0,33.0
26.0,22.0,26.0,22.0,102,5222,21.0,25.0,37.0
26.0,21.0,26.0,21.0,103,5221,17.0,23.0,37.0
26.0,20.0,26.0,20.0,104,5220,20.0,26.0,38.0
26.0,19.0,26.0,19.0,105,5219,18.0,26.0,37.0
25.0,18.0,25.0,18.0,106,5018,25.0,27.0,39.0
24.0,17.0,24.0,17.0,107,4817,20.0,29.0,36.0
24.0,16.0,24.0,16.0,108,4816,19.0,26.0,36.0
23.0,15.0,23.0,15.0,109,4615,19.0,26.0,34.0
24.0,14.0,24.0,14.0,110,4814,15.0,22.0,28.0
23.0,13.0,23.0,13.0,111,4613,12.0,19.0,27.0
24.0,12.0,24.0,12.0,112,4812,18.0,27.0,36.0
24.0,11.0,24.0,11.0,113,4811,22.0,26.0,35.0
25.0,10.0,25.0,10.0,113,5010,12.0,15.0,24.0
24.0,9.0,24.0,9.0,114,4809,8.0,17.0,26.0
24.0,8.0,24.0,8.0,115,4808,20.0,27.0,35.0
25.0,7.0,25.0,7.0,116,5007,22.0,27.0,33.0
26.0,6.0,26.0,6.0,117,5206,22.0,32.0,44.0
27.0,5.0,27.0,5.0,118,5405,25.0,38.0,47.0
27.0,4.0,27.0,4.0,119,5404,29.0,38.0,47.0
28.0,3.0,28.0,3.0,120,5603,38.0,45.0,51.0
28.0,2.0,28.0,2.0,121,5602,19.0,26.0,32.0
29.0,1.0,29.0,1.0,122,5801,22.0,31.0,40.0
29.0,0.0,29.0,0.0,123,5800,40.0,48.0,59.0
